title,status,priority,description,due_date,estimated_duration,asset_id,total_cost,created_at,updated_at,requires_signature,category,location_name,team_name,primary_user,assigned_to,asset_name,completed_by,completed_on,archived,feedback,contractors,date_created
Validate AP channel plan and client coverage - Access-Point-DN-05,IN_PROGRESS,LOW,"Validate ap channel plan and client coverage for Aruba AP-515 Wireless Access Point installed at Office Floor 2 - DN-05. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-26,2.0,123,200.0,2025-09-03 23:10:00,2025-09-06 03:10:00,false,Network Maintenance,Office Floor 2 - DN-05,Network Operations,Network Engineer,,Access-Point-DN-05,,,false,,,2025-09-03 23:10:00
Review GPU thermals and update AI server firmware - AI-Analytics-Server-DN-05,IN_PROGRESS,LOW,"Review gpu thermals and update ai server firmware for NVIDIA DGX A100 AI Analytics Server installed at Lab A - DN-05. Assigned owner: AI Specialist. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-23,2.0,124,225.0,2025-07-14 12:02:00,2025-07-16 17:02:00,false,Server Maintenance,Lab A - DN-05,AI Operations,AI Specialist,,AI-Analytics-Server-DN-05,,,false,,,2025-07-14 12:02:00
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-DN-05,IN_PROGRESS,HIGH,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - DN-05. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-01,8.0,125,1000.0,2025-09-17 23:51:00,2025-09-20 05:51:00,false,Calibration,Workshop - DN-05,Network Operations,Network Engineer,,Monitoring-Appliance-DN-05,,,false,,,2025-09-17 23:51:00
Calibrate monitoring thresholds - Monitoring-System-HP-06,DONE,HIGH,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - HP-06. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-11,2.0,126,275.0,2025-12-07 22:46:00,2025-12-10 05:46:00,false,Calibration,Infrastructure Site - HP-06,Network Operations,Network Engineer,,Monitoring-System-HP-06,Nam Le,2025-12-10 05:46:00,false,Maintenance completed successfully. Performance is stable after service.,,2025-12-07 22:46:00
Quarterly preventive maintenance on core router - Core-Router-HP-06,IN_PROGRESS,HIGH,"Quarterly preventive maintenance on core router for Cisco ASR 9904 Core Router installed at Network Operations Center (NOC) - HP-06. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-12,1.0,127,150.0,2025-12-10 13:57:00,2025-12-12 21:57:00,false,Network Maintenance,Network Operations Center (NOC) - HP-06,Network Operations,Network Engineer,,Core-Router-HP-06,,,false,,,2025-12-10 13:57:00
Review VMS storage health and recording retention - Security-VMS-Server-HP-06,ON_HOLD,MEDIUM,"Review vms storage health and recording retention for Milestone Husky IVO 350R Video Management Server installed at Security Operations Center (SOC) - HP-06. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-19,6.0,128,975.0,2025-01-09 13:43:00,2025-01-11 22:43:00,false,Security Maintenance,Security Operations Center (SOC) - HP-06,Security Operations,Security Officer,,Security-VMS-Server-HP-06,,,false,,,2025-01-09 13:43:00
Patch hypervisor host and validate cluster health - Virtualization-Host-HP-06,IN_PROGRESS,MEDIUM,"Patch hypervisor host and validate cluster health for Dell PowerEdge R750 Virtualization Host installed at Server Room A - HP-06. Assigned owner: System Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-03-10,3.0,129,225.0,2025-01-21 12:09:00,2025-01-23 22:09:00,false,Server Maintenance,Server Room A - HP-06,Server Operations,System Administrator,,Virtualization-Host-HP-06,,,false,,,2025-01-21 12:09:00
Inspect storage array alerts and firmware status - Storage-Array-HP-06,OPEN,URGENT,"Inspect storage array alerts and firmware status for NetApp AFF A250 Storage Array installed at Server Room B - HP-06. Assigned owner: Storage Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-31,2.0,130,175.0,2026-03-22 13:26:00,2026-03-25 00:26:00,true,Server Maintenance,Server Room B - HP-06,Server Operations,Storage Administrator,,Storage-Array-HP-06,,,false,,,2026-03-22 13:26:00
Validate switch port configuration and error counters - Access-Switch-HP-06,DONE,URGENT,"Validate switch port configuration and error counters for Juniper EX4300 Access Switch installed at Network Closet - HP-06. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-23,4.0,131,400.0,2026-02-03 21:21:00,2026-02-09 00:21:00,false,Network Maintenance,Network Closet - HP-06,Network Operations,Network Engineer,,Access-Switch-HP-06,Minh Tran,2026-02-09 00:21:00,false,Work order closed after verification by the site operations team.,,2026-02-03 21:21:00
Update access control firmware and credential sync - Access-Control-Panel-HP-06,DONE,MEDIUM,"Update access control firmware and credential sync for Paxton Net2 Plus Access Control Panel installed at Access Control Room - HP-06. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-16,1.0,132,112.5,2026-02-07 10:15:00,2026-02-16 10:15:00,false,Security Maintenance,Access Control Room - HP-06,Security Operations,Security Officer,,Access-Control-Panel-HP-06,Vy Do,2026-02-16 10:15:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2026-02-07 10:15:00
Inspect NVR recording capacity and camera retention - NVR-HP-06,IN_PROGRESS,HIGH,"Inspect nvr recording capacity and camera retention for Hikvision DS-9632NI-M8 Network Video Recorder installed at Video Surveillance Room - HP-06. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-27,8.0,133,1000.0,2025-06-06 15:46:00,2025-06-09 05:46:00,false,Security Maintenance,Video Surveillance Room - HP-06,Security Operations,Security Officer,,NVR-HP-06,,,false,,,2025-06-06 15:46:00
Perform UPS battery health check and load test - UPS-HP-06,OPEN,MEDIUM,"Perform ups battery health check and load test for APC Smart-UPS SRT 3000VA installed at UPS Room - HP-06. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-23,8.0,134,1100.0,2025-08-22 01:32:00,2025-08-24 16:32:00,false,Power Maintenance,UPS Room - HP-06,Facilities,Electrician,,UPS-HP-06,,,false,,,2025-08-22 01:32:00
Test ATS failover sequence - ATS-Panel-HP-06,IN_PROGRESS,MEDIUM,"Test ats failover sequence for Schneider EasyPact Automatic Transfer Switch installed at Electrical Room - HP-06. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-04,8.0,135,1200.0,2025-06-29 04:37:00,2025-07-01 20:37:00,false,Power Maintenance,Electrical Room - HP-06,Facilities,Electrician,,ATS-Panel-HP-06,,,false,,,2025-06-29 04:37:00
Replace filters and inspect cooling performance - CRAC-Unit-HP-06,IN_PROGRESS,LOW,"Replace filters and inspect cooling performance for Vertiv Liebert PDX Precision Cooling Unit installed at HVAC Plant - HP-06. Assigned owner: HVAC Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-03,2.0,136,325.0,2025-10-10 03:24:00,2025-10-12 20:24:00,false,Preventive Maintenance,HVAC Plant - HP-06,Facilities,HVAC Technician,,CRAC-Unit-HP-06,,,false,,Alpha Secure Systems,2025-10-10 03:24:00
Monthly backup generator test run - Generator-HP-06,DONE,LOW,"Monthly backup generator test run for Cummins C275D5 Backup Generator installed at Generator Yard - HP-06. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-08-22,2.0,137,150.0,2025-08-10 00:01:00,2025-08-18 03:01:00,false,Power Maintenance,Generator Yard - HP-06,Facilities,Electrician,,Generator-HP-06,Dat Le,2025-08-18 03:01:00,true,Inspection completed and no critical issues were found.,,2025-08-10 00:01:00
Clean and validate visitor kiosk peripherals - Visitor-Kiosk-HP-06,DONE,MEDIUM,"Clean and validate visitor kiosk peripherals for ZKTeco SpeedFace-V5L Visitor Kiosk installed at Reception - HP-06. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-29,2.0,138,175.0,2025-04-17 22:24:00,2025-04-25 03:24:00,false,Preventive Maintenance,Reception - HP-06,Security Operations,Security Officer,,Visitor-Kiosk-HP-06,Vy Do,2025-04-25 03:24:00,true,Maintenance completed successfully. Performance is stable after service.,,2025-04-17 22:24:00
Clean camera lens and verify image quality - Loading-Bay-Camera-HP-06,OPEN,HIGH,"Clean camera lens and verify image quality for Hikvision DS-2CD2686G2 Bullet Camera installed at Loading Bay - HP-06. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-07,2.0,139,200.0,2025-12-04 05:05:00,2025-12-07 01:05:00,false,Security Maintenance,Loading Bay - HP-06,Security Operations,Security Officer,,Loading-Bay-Camera-HP-06,,,false,,Mekong Telecom Services,2025-12-04 05:05:00
Inspect backhaul alignment and RSSI stability - Microwave-Radio-HP-06,OPEN,URGENT,"Inspect backhaul alignment and rssi stability for Ceragon IP-20C Microwave Radio installed at Roof - HP-06. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-06,4.0,140,450.0,2025-07-10 06:44:00,2025-07-13 03:44:00,true,Network Maintenance,Roof - HP-06,Cellular Maintenance,Field Technician,,Microwave-Radio-HP-06,,,false,,,2025-07-10 06:44:00
Inspect and clean fiber terminations - Fiber-Patch-Panel-HP-06,DONE,URGENT,"Inspect and clean fiber terminations for Corning EDGE Fiber Patch Panel installed at IDF Room 1 - HP-06. Assigned owner: Cabling Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-25,3.0,141,375.0,2026-01-31 02:49:00,2026-02-16 12:49:00,true,Preventive Maintenance,IDF Room 1 - HP-06,Infrastructure,Cabling Technician,,Fiber-Patch-Panel-HP-06,Kiet Tran,2026-02-16 12:49:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2026-01-31 02:49:00
Verify edge switch firmware and uplink stability - Edge-Switch-HP-06,DONE,MEDIUM,"Verify edge switch firmware and uplink stability for Cisco Catalyst 9300 Edge Switch installed at IDF Room 2 - HP-06. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-12,2.0,142,275.0,2026-01-31 19:24:00,2026-02-12 19:24:00,false,Network Maintenance,IDF Room 2 - HP-06,Network Operations,Network Engineer,,Edge-Switch-HP-06,Bao Nguyen,2026-02-12 19:24:00,false,Work order closed after verification by the site operations team.,,2026-01-31 19:24:00
Optimize antenna alignment and sector KPIs - 5G-Antenna-HP-06,IN_PROGRESS,HIGH,"Optimize antenna alignment and sector kpis for Ericsson AIR 6488 Massive MIMO Antenna installed at Telecom Mast - HP-06. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-15,3.0,143,450.0,2026-03-30 22:13:00,2026-04-02 22:13:00,false,Cellular Maintenance,Telecom Mast - HP-06,Cellular Maintenance,Field Technician,,5G-Antenna-HP-06,,,false,,,2026-03-30 22:13:00
Review baseband alarms and software health - Baseband-Unit-HP-06,ON_HOLD,LOW,"Review baseband alarms and software health for Nokia AirScale Baseband Unit installed at Base Station - HP-06. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-27,2.0,144,325.0,2026-03-21 03:06:00,2026-03-24 04:06:00,false,Cellular Maintenance,Base Station - HP-06,Cellular Maintenance,Field Technician,,Baseband-Unit-HP-06,,,false,,,2026-03-21 03:06:00
Inspect RRU connectors and weather sealing - Radio-Unit-HP-06,DONE,LOW,"Inspect rru connectors and weather sealing for Ericsson Radio 4422 Remote Radio Unit installed at Antenna Array - HP-06. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-14,4.0,145,300.0,2026-03-30 21:50:00,2026-04-14 21:50:00,false,Cellular Maintenance,Antenna Array - HP-06,Cellular Maintenance,Field Technician,,Radio-Unit-HP-06,Duc Nguyen,2026-04-14 21:50:00,false,Work order closed after verification by the site operations team.,,2026-03-30 21:50:00
Validate gateway sensor polling and packet delivery - Sensor-Gateway-HP-06,ON_HOLD,LOW,"Validate gateway sensor polling and packet delivery for Advantech WISE-6610 IoT Gateway installed at Storage Room - HP-06. Assigned owner: Facilities Supervisor. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-25,4.0,146,350.0,2025-10-25 07:54:00,2025-10-25 10:54:00,false,Preventive Maintenance,Storage Room - HP-06,Facilities,Facilities Supervisor,,Sensor-Gateway-HP-06,,,false,,,2025-10-25 07:54:00
Tune wireless controller profiles and client balancing - WiFi-Controller-HP-06,IN_PROGRESS,HIGH,"Tune wireless controller profiles and client balancing for Cisco Catalyst 9800-L Wireless Controller installed at Office Floor 1 - HP-06. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-07,2.0,147,200.0,2026-02-03 15:07:00,2026-02-03 19:07:00,true,Network Maintenance,Office Floor 1 - HP-06,Network Operations,Network Engineer,,WiFi-Controller-HP-06,,,false,,,2026-02-03 15:07:00
Validate AP channel plan and client coverage - Access-Point-HP-06,DONE,MEDIUM,"Validate ap channel plan and client coverage for Aruba AP-515 Wireless Access Point installed at Office Floor 2 - HP-06. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-22,4.0,148,450.0,2025-07-14 12:46:00,2025-07-22 12:46:00,false,Network Maintenance,Office Floor 2 - HP-06,Network Operations,Network Engineer,,Access-Point-HP-06,Tuan Vo,2025-07-22 12:46:00,false,Corrective action implemented and follow-up checks were satisfactory.,,2025-07-14 12:46:00
Review GPU thermals and update AI server firmware - AI-Analytics-Server-HP-06,DONE,URGENT,"Review gpu thermals and update ai server firmware for NVIDIA DGX A100 AI Analytics Server installed at Lab A - HP-06. Assigned owner: AI Specialist. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-27,1.0,149,125.0,2025-11-10 23:35:00,2025-11-16 06:35:00,false,Server Maintenance,Lab A - HP-06,AI Operations,AI Specialist,,AI-Analytics-Server-HP-06,Nhi Tran,2025-11-16 06:35:00,false,GPU temperatures normalized after maintenance and all accelerators passed diagnostics.,,2025-11-10 23:35:00
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-HP-06,DONE,MEDIUM,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - HP-06. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-26,8.0,150,1100.0,2025-07-01 20:54:00,2025-07-17 02:54:00,false,Calibration,Workshop - HP-06,Network Operations,Network Engineer,,Monitoring-Appliance-HP-06,Bao Nguyen,2025-07-17 02:54:00,false,Maintenance completed successfully. Performance is stable after service.,,2025-07-01 20:54:00
Calibrate monitoring thresholds - Monitoring-System-CT-07,DONE,MEDIUM,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - CT-07. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-26,1.0,151,150.0,2025-06-13 02:56:00,2025-06-18 12:56:00,false,Calibration,Infrastructure Site - CT-07,Network Operations,Network Engineer,,Monitoring-System-CT-07,Bao Nguyen,2025-06-18 12:56:00,false,Maintenance completed successfully. Performance is stable after service.,,2025-06-13 02:56:00
Quarterly preventive maintenance on core router - Core-Router-CT-07,IN_PROGRESS,MEDIUM,"Quarterly preventive maintenance on core router for Cisco ASR 9904 Core Router installed at Network Operations Center (NOC) - CT-07. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-24,6.0,152,975.0,2025-10-03 19:23:00,2025-10-04 04:23:00,false,Network Maintenance,Network Operations Center (NOC) - CT-07,Network Operations,Network Engineer,,Core-Router-CT-07,,,false,,,2025-10-03 19:23:00
Review VMS storage health and recording retention - Security-VMS-Server-CT-07,OPEN,URGENT,"Review vms storage health and recording retention for Milestone Husky IVO 350R Video Management Server installed at Security Operations Center (SOC) - CT-07. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-02,4.0,153,300.0,2025-01-26 08:25:00,2025-01-26 18:25:00,false,Security Maintenance,Security Operations Center (SOC) - CT-07,Security Operations,Security Officer,,Security-VMS-Server-CT-07,,,false,,,2025-01-26 08:25:00
Patch hypervisor host and validate cluster health - Virtualization-Host-CT-07,OPEN,URGENT,"Patch hypervisor host and validate cluster health for Dell PowerEdge R750 Virtualization Host installed at Server Room A - CT-07. Assigned owner: System Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-08-27,6.0,154,525.0,2025-06-08 22:38:00,2025-06-09 09:38:00,true,Server Maintenance,Server Room A - CT-07,Server Operations,System Administrator,,Virtualization-Host-CT-07,,,false,,,2025-06-08 22:38:00
Inspect storage array alerts and firmware status - Storage-Array-CT-07,OPEN,HIGH,"Inspect storage array alerts and firmware status for NetApp AFF A250 Storage Array installed at Server Room B - CT-07. Assigned owner: Storage Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-02,8.0,155,800.0,2025-03-23 08:32:00,2025-03-23 20:32:00,true,Server Maintenance,Server Room B - CT-07,Server Operations,Storage Administrator,,Storage-Array-CT-07,,,false,,,2025-03-23 08:32:00
Validate switch port configuration and error counters - Access-Switch-CT-07,OPEN,LOW,"Validate switch port configuration and error counters for Juniper EX4300 Access Switch installed at Network Closet - CT-07. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-24,2.0,156,225.0,2026-02-12 15:26:00,2026-02-13 04:26:00,false,Network Maintenance,Network Closet - CT-07,Network Operations,Network Engineer,,Access-Switch-CT-07,,,false,,,2026-02-12 15:26:00
Update access control firmware and credential sync - Access-Control-Panel-CT-07,DONE,MEDIUM,"Update access control firmware and credential sync for Paxton Net2 Plus Access Control Panel installed at Access Control Room - CT-07. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-02,6.0,157,750.0,2026-02-22 00:12:00,2026-02-27 04:12:00,false,Security Maintenance,Access Control Room - CT-07,Security Operations,Security Officer,,Access-Control-Panel-CT-07,An Nguyen,2026-02-27 04:12:00,false,Maintenance completed successfully. Performance is stable after service.,,2026-02-22 00:12:00
Inspect NVR recording capacity and camera retention - NVR-CT-07,DONE,URGENT,"Inspect nvr recording capacity and camera retention for Hikvision DS-9632NI-M8 Network Video Recorder installed at Video Surveillance Room - CT-07. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-03,8.0,158,1100.0,2026-03-24 00:28:00,2026-03-29 08:28:00,true,Security Maintenance,Video Surveillance Room - CT-07,Security Operations,Security Officer,,NVR-CT-07,An Nguyen,2026-03-29 08:28:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2026-03-24 00:28:00
Perform UPS battery health check and load test - UPS-CT-07,ON_HOLD,HIGH,"Perform ups battery health check and load test for APC Smart-UPS SRT 3000VA installed at UPS Room - CT-07. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-13,1.0,159,150.0,2026-03-19 11:11:00,2026-03-20 03:11:00,true,Power Maintenance,UPS Room - CT-07,Facilities,Electrician,,UPS-CT-07,,,false,,,2026-03-19 11:11:00
Test ATS failover sequence - ATS-Panel-CT-07,DONE,MEDIUM,"Test ats failover sequence for Schneider EasyPact Automatic Transfer Switch installed at Electrical Room - CT-07. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-04,2.0,160,325.0,2025-08-20 08:50:00,2025-09-04 08:50:00,false,Power Maintenance,Electrical Room - CT-07,Facilities,Electrician,,ATS-Panel-CT-07,Tien Nguyen,2025-09-04 08:50:00,false,Inspection completed and no critical issues were found.,Mekong Telecom Services,2025-08-20 08:50:00
Replace filters and inspect cooling performance - CRAC-Unit-CT-07,DONE,MEDIUM,"Replace filters and inspect cooling performance for Vertiv Liebert PDX Precision Cooling Unit installed at HVAC Plant - CT-07. Assigned owner: HVAC Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-27,4.0,161,300.0,2025-05-04 00:04:00,2025-05-11 08:04:00,false,Preventive Maintenance,HVAC Plant - CT-07,Facilities,HVAC Technician,,CRAC-Unit-CT-07,Son Nguyen,2025-05-11 08:04:00,true,Corrective action implemented and follow-up checks were satisfactory.,,2025-05-04 00:04:00
Monthly backup generator test run - Generator-CT-07,OPEN,HIGH,"Monthly backup generator test run for Cummins C275D5 Backup Generator installed at Generator Yard - CT-07. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-13,1.0,162,87.5,2026-01-28 02:36:00,2026-01-28 21:36:00,true,Power Maintenance,Generator Yard - CT-07,Facilities,Electrician,,Generator-CT-07,,,false,,,2026-01-28 02:36:00
Clean and validate visitor kiosk peripherals - Visitor-Kiosk-CT-07,OPEN,MEDIUM,"Clean and validate visitor kiosk peripherals for ZKTeco SpeedFace-V5L Visitor Kiosk installed at Reception - CT-07. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-08-11,2.0,163,200.0,2025-06-01 07:56:00,2025-06-02 03:56:00,false,Preventive Maintenance,Reception - CT-07,Security Operations,Security Officer,,Visitor-Kiosk-CT-07,,,false,,,2025-06-01 07:56:00
Clean camera lens and verify image quality - Loading-Bay-Camera-CT-07,DONE,LOW,"Clean camera lens and verify image quality for Hikvision DS-2CD2686G2 Bullet Camera installed at Loading Bay - CT-07. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-03-01,8.0,164,900.0,2025-02-23 08:01:00,2025-03-01 08:01:00,false,Security Maintenance,Loading Bay - CT-07,Security Operations,Security Officer,,Loading-Bay-Camera-CT-07,Vy Do,2025-03-01 08:01:00,true,Task completed successfully. Asset is operating within expected thresholds.,,2025-02-23 08:01:00
Inspect backhaul alignment and RSSI stability - Microwave-Radio-CT-07,DONE,LOW,"Inspect backhaul alignment and rssi stability for Ceragon IP-20C Microwave Radio installed at Roof - CT-07. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-23,1.0,165,125.0,2025-10-31 21:57:00,2025-11-10 00:57:00,false,Network Maintenance,Roof - CT-07,Cellular Maintenance,Field Technician,,Microwave-Radio-CT-07,Tien Bui,2025-11-10 00:57:00,false,Work order closed after verification by the site operations team.,,2025-10-31 21:57:00
Inspect and clean fiber terminations - Fiber-Patch-Panel-CT-07,DONE,LOW,"Inspect and clean fiber terminations for Corning EDGE Fiber Patch Panel installed at IDF Room 1 - CT-07. Assigned owner: Cabling Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-04,2.0,166,275.0,2026-02-18 18:46:00,2026-03-01 02:46:00,false,Preventive Maintenance,IDF Room 1 - CT-07,Infrastructure,Cabling Technician,,Fiber-Patch-Panel-CT-07,Loc Nguyen,2026-03-01 02:46:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2026-02-18 18:46:00
Verify edge switch firmware and uplink stability - Edge-Switch-CT-07,IN_PROGRESS,URGENT,"Verify edge switch firmware and uplink stability for Cisco Catalyst 9300 Edge Switch installed at IDF Room 2 - CT-07. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-06,3.0,167,450.0,2025-06-07 00:40:00,2025-06-08 00:40:00,true,Network Maintenance,IDF Room 2 - CT-07,Network Operations,Network Engineer,,Edge-Switch-CT-07,,,false,,,2025-06-07 00:40:00
Optimize antenna alignment and sector KPIs - 5G-Antenna-CT-07,DONE,MEDIUM,"Optimize antenna alignment and sector kpis for Ericsson AIR 6488 Massive MIMO Antenna installed at Telecom Mast - CT-07. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-03-16,2.0,168,325.0,2025-02-19 09:36:00,2025-02-25 10:36:00,false,Cellular Maintenance,Telecom Mast - CT-07,Cellular Maintenance,Field Technician,,5G-Antenna-CT-07,Duc Nguyen,2025-02-25 10:36:00,true,Sector alignment improved signal quality and throughput remained stable after tuning.,,2025-02-19 09:36:00
Review baseband alarms and software health - Baseband-Unit-CT-07,DONE,MEDIUM,"Review baseband alarms and software health for Nokia AirScale Baseband Unit installed at Base Station - CT-07. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-12,6.0,169,450.0,2025-05-28 13:25:00,2025-06-01 17:25:00,false,Cellular Maintenance,Base Station - CT-07,Cellular Maintenance,Field Technician,,Baseband-Unit-CT-07,Duc Nguyen,2025-06-01 17:25:00,true,Maintenance completed successfully. Performance is stable after service.,,2025-05-28 13:25:00
Inspect RRU connectors and weather sealing - Radio-Unit-CT-07,ON_HOLD,MEDIUM,"Inspect rru connectors and weather sealing for Ericsson Radio 4422 Remote Radio Unit installed at Antenna Array - CT-07. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-08,2.0,170,175.0,2025-01-10 15:20:00,2025-01-11 18:20:00,false,Cellular Maintenance,Antenna Array - CT-07,Cellular Maintenance,Field Technician,,Radio-Unit-CT-07,,,false,,,2025-01-10 15:20:00
Validate gateway sensor polling and packet delivery - Sensor-Gateway-CT-07,DONE,MEDIUM,"Validate gateway sensor polling and packet delivery for Advantech WISE-6610 IoT Gateway installed at Storage Room - CT-07. Assigned owner: Facilities Supervisor. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-25,8.0,171,800.0,2025-06-20 02:16:00,2025-06-25 02:16:00,false,Preventive Maintenance,Storage Room - CT-07,Facilities,Facilities Supervisor,,Sensor-Gateway-CT-07,Diem Nguyen,2025-06-25 02:16:00,true,Task completed successfully. Asset is operating within expected thresholds.,,2025-06-20 02:16:00
Tune wireless controller profiles and client balancing - WiFi-Controller-CT-07,DONE,MEDIUM,"Tune wireless controller profiles and client balancing for Cisco Catalyst 9800-L Wireless Controller installed at Office Floor 1 - CT-07. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-07,4.0,172,450.0,2025-04-14 14:01:00,2025-04-30 16:01:00,false,Network Maintenance,Office Floor 1 - CT-07,Network Operations,Network Engineer,,WiFi-Controller-CT-07,Tuan Vo,2025-04-30 16:01:00,true,Corrective action implemented and follow-up checks were satisfactory.,,2025-04-14 14:01:00
Validate AP channel plan and client coverage - Access-Point-CT-07,DONE,MEDIUM,"Validate ap channel plan and client coverage for Aruba AP-515 Wireless Access Point installed at Office Floor 2 - CT-07. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-09,1.0,173,125.0,2025-06-30 20:43:00,2025-07-02 06:43:00,false,Network Maintenance,Office Floor 2 - CT-07,Network Operations,Network Engineer,,Access-Point-CT-07,Tuan Vo,2025-07-02 06:43:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2025-06-30 20:43:00
Review GPU thermals and update AI server firmware - AI-Analytics-Server-CT-07,IN_PROGRESS,LOW,"Review gpu thermals and update ai server firmware for NVIDIA DGX A100 AI Analytics Server installed at Lab A - CT-07. Assigned owner: AI Specialist. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-29,4.0,174,550.0,2025-03-03 23:55:00,2025-03-05 06:55:00,false,Server Maintenance,Lab A - CT-07,AI Operations,AI Specialist,,AI-Analytics-Server-CT-07,,,false,,,2025-03-03 23:55:00
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-CT-07,ON_HOLD,HIGH,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - CT-07. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-02,6.0,175,900.0,2025-12-11 23:39:00,2025-12-13 07:39:00,false,Calibration,Workshop - CT-07,Network Operations,Network Engineer,,Monitoring-Appliance-CT-07,,,false,,,2025-12-11 23:39:00
